PWSID,ZIPCODE
NJ2113002,07832
NJ2119001,08804
NJ2119001,08865
NJ2119001,08886
NJ2121001,07863
NJ2121001,07865
NJ2121001,07882
NJ2121001,08808
NM3500115,87544
NM3500115,87547
NM3500131,88415
NM3500326,87015
NM3500624,87401
NM3500624,87413
NM3500624,87499
NM3500826,87505
NM3501207,88011
NM3501207,88012
NM3501921,87532
NM3502121,87539
NM3502407,88021
NM3502407,88024
NM3502407,88044
NM3502407,88047
NM3502407,88048
NM3502407,88072
NM3502507,88063
NM3505126,87501
NM3505126,87502
NM3505126,87503
NM3505126,87504
NM3505126,87505
NM3505126,87506
NM3505126,87507
NM3505126,87508
NM3505126,87509
NM3505126,87592
NM3505126,87594
NM3507529,87571
NM3508317,87301
NM3508923,87004
NM3509623,87124
NM3509623,87144
NM3509824,87410
NM3510124,87413
NM3510224,87401
NM3510224,87402
NM3510324,87401
NM3510324,87416
NM3510324,87417
NM3510324,87421
NM3510524,87401
NM3510524,87410
NM3510701,87048
NM3510701,87102
NM3510701,87104
NM3510701,87105
NM3510701,87106
NM3510701,87107
NM3510701,87108
NM3510701,87109
NM3510701,87110
NM3510701,87111
NM3510701,87112
NM3510701,87113
NM3510701,87114
NM3510701,87116
NM3510701,87117
NM3510701,87120
NM3510701,87121
NM3510701,87122
NM3510701,87123
NM3510701,87131
NM3511207,88021
NM3511707,88001
NM3511707,88005
NM3511707,88007
NM3511707,88012
NM3512407,88001
NM3512407,88005
NM3513114,88345
NM3513319,88310
NM3518025,87701
NM3520024,87410
NM3520203,88201
NM3520203,88202
NM3520203,88203
NM3520308,88210
NM3520308,88211
NM3520608,88220
NM3521308,88220
NM3521513,88231
NM3521613,88240
NM3521613,88242
NM3521813,88260
NM3522609,88061
NM3522609,88062
NM3523728,87801
NM3524230,87035
NM3524626,87015
NM3524626,87047
NM3524626,87059
NM3524832,87031
NM3525332,87031
NM3525533,87021
NM3526704,87740
NM3527305,88101
NM3528020,88401
NM3528522,88130
NM3528616,88030
NM3528707,88003
NM3529207,88081
NM3530827,87935
NM3537326,87508
NM3546223,87043
NM3552903,88201
NM3552903,88203
NM3554307,88007
NM3557813,88240
NM3558514,88312
NM3562201,87122
NM3562222,88130
NM3562719,88330
NM3567701,87117
NM3567905,88103
NM3568007,88002
NM3572007,88011
NM3572007,88012
NM3575501,87131
NN0400174,86504
NN0400206,86504
NN0400342,86504
NN0403000,86504
NN0403001,86504
NN0403003,86504
NN0403004,86504
NN0436008,86505
NN3500211,86504
NN3500245,86504
NN3503028,86504
NN3503039,86504
NV0000004,89449
NV0000008,89820
NV0000011,89005
NV0000015,89701
NV0000015,89702
NV0000015,89703
NV0000015,89704
NV0000015,89705
NV0000015,89706
NV0000032,89403
NV0000032,89706
NV0000036,89815
NV0000038,89301
NV0000045,89406
NV0000062,89408
NV0000065,89410
NV0000066,89460
NV0000076,89002
NV0000076,89011
NV0000076,89012
NV0000076,89014
NV0000076,89015
NV0000076,89044
NV0000076,89052
NV0000076,89074
NV0000090,89101
NV0000090,89102
NV0000090,89103
NV0000090,89104
NV0000090,89106
NV0000090,89107
NV0000090,89108
NV0000090,89109
NV0000090,89110
NV0000090,89113
NV0000090,89117
NV0000090,89118
NV0000090,89119
NV0000090,89120
NV0000090,89121
NV0000090,89122
NV0000090,89123
NV0000090,89128
NV0000090,89129
NV0000090,89130
NV0000090,89131
NV0000090,89134
NV0000090,89135
NV0000090,89138
NV0000090,89139
NV0000090,89141
NV0000090,89142
NV0000090,89143
NV0000090,89144
NV0000090,89145
NV0000090,89146
NV0000090,89147
NV0000090,89148
NV0000090,89149
NV0000090,89154
NV0000090,89158
NV0000090,89166
NV0000090,89169
NV0000090,89179
NV0000090,89183
NV0000158,89402
NV0000158,89450
NV0000158,89451
NV0000160,89021
NV0000160,89025
NV0000160,89040
NV0000161,89419
NV0000167,89007
NV0000167,89024
NV0000167,89027
NV0000167,89034
NV0000168,89423
NV0000175,89030
NV0000175,89031
NV0000175,89032
NV0000175,89081
NV0000175,89084
NV0000175,89085
NV0000175,89086
NV0000175,89087
NV0000175,89101
NV0000175,89106
NV0000175,89108
NV0000175,89110
NV0000175,89115
NV0000175,89124
NV0000175,89130
NV0000175,89156
NV0000175,89165
NV0000190,89431
NV0000190,89433
NV0000190,89434
NV0000190,89436
NV0000190,89439
NV0000190,89441
NV0000190,89501
NV0000190,89502
NV0000190,89503
NV0000190,89506
NV0000190,89508
NV0000190,89509
NV0000190,89511
NV0000190,89512
NV0000190,89519
NV0000190,89521
NV0000190,89523
NV0000190,89557
NV0000190,89595
NV0000207,89502
NV0000211,89433
NV0000235,89449
NV0000246,89883
NV0000248,89445
NV0000255,89447
NV0000270,89048
NV0000272,89801
NV0000355,89423
NV0000355,89705
NV0000406,89406
NV0000913,89437
NV0000920,89048
NV0001059,89109
NV0001073,89019
NV0001081,89018
NV0001106,89158
NV0001112,89109
NV0001117,89109
NV0001120,89109
NV0001121,89109
NV0001127,89109
NV0001130,89044
NV0001137,89109
NV0001141,89109
NV0001144,89183
NV0001162,89109
NV0001163,89109
NV0001165,89109
NV0001171,89109
NV0001175,89109
NV0001180,89109
NV0002216,89423
NV0002554,89048
NV0003028,89191
NV0004092,89028
NV0004092,89029
NV0005027,89815
NV0005062,89070
NY0100189,12202
NY0100189,12203
NY0100189,12204
NY0100189,12205
NY0100189,12206
NY0100189,12207
NY0100189,12208
NY0100189,12209
NY0100189,12210
NY0100189,12211
NY0100189,12223
NY0100189,12226
NY0100191,12054
NY0100191,12067
NY0100191,12077
NY0100191,12158
NY0100191,12159
NY0100191,12186
NY0100191,12203
NY0100192,12047
NY0100194,12205
NY0100198,12047
NY0100198,12110
NY0100198,12128
NY0100198,12189
NY0100198,12205
NY0100198,12211
NY0100198,12304
NY0100198,12309
NY0100201,12143
NY0100203,12186
NY0100205,12084
NY0110127,12189
NY0200319,14739
NY0200319,14813
NY0200327,14895
NY0220581,14802
NY0301651,13903
NY0301653,13901
NY0301665,13760
NY0301668,13760
NY0301668,13790
NY0301668,13905
NY0301674,13850
NY0400345,14760
NY0400349,14748
NY0400349,14779
NY0420357,14779
NY0420358,14779
NY0501710,13021
NY0501717,13064
NY0501717,13156
NY0501720,13118
NY0600360,14048
NY0600364,14063
NY0600366,14701
NY0600366,14710
NY0600366,14720
NY0600366,14733
NY0600366,14750
NY0600381,14722
NY0615782,14787
NY0701008,14845
NY0701008,14871
NY0701008,14901
NY0701008,14903
NY0701008,14904
NY0701008,14905
NY0701009,14845
NY0701011,14814
NY0801745,13815
NY0900217,12901
NY0900220,12901
NY0900220,12903
NY0900220,12962
NY0904192,12929
NY1000238,12075
NY1000238,12513
NY1000238,12534
NY1000239,12534
NY1100634,13077
NY1101754,13045
NY1101755,13045
NY1101757,13077
NY1200257,13753
NY1200270,13733
NY1200270,13838
NY1302760,12508
NY1302765,12508
NY1302765,12512
NY1302765,12524
NY1302765,12590
NY1302766,12524
NY1302776,12572
NY1302783,12590
NY1302794,12538
NY1302796,12538
NY1302812,12601
NY1302812,12603
NY1319317,12540
NY1330291,12601
NY1330291,12603
NY1330550,12603
NY1330660,12590
NY1400411,14006
NY1400422,14201
NY1400422,14202
NY1400422,14203
NY1400422,14204
NY1400422,14206
NY1400422,14207
NY1400422,14208
NY1400422,14209
NY1400422,14210
NY1400422,14211
NY1400422,14212
NY1400422,14213
NY1400422,14214
NY1400422,14215
NY1400422,14216
NY1400422,14220
NY1400422,14222
NY1400433,14052
NY1400443,14001
NY1400443,14004
NY1400443,14006
NY1400443,14025
NY1400443,14026
NY1400443,14031
NY1400443,14032
NY1400443,14033
NY1400443,14043
NY1400443,14047
NY1400443,14051
NY1400443,14052
NY1400443,14057
NY1400443,14059
NY1400443,14068
NY1400443,14075
NY1400443,14085
NY1400443,14086
NY1400443,14102
NY1400443,14112
NY1400443,14127
NY1400443,14139
NY1400443,14141
NY1400443,14150
NY1400443,14170
NY1400443,14206
NY1400443,14210
NY1400443,14211
NY1400443,14212
NY1400443,14215
NY1400443,14218
NY1400443,14219
NY1400443,14220
NY1400443,14221
NY1400443,14224
NY1400443,14225
NY1400443,14226
NY1400443,14227
NY1400443,14228
NY1400443,14260
NY1400451,14072
NY1400539,14141
NY1404556,14150
NY1404556,14223
NY1410142,14217
NY1415379,14034
NY1420549,14059
NY1500284,12946
NY1500286,12851
NY1500286,12857
NY1500293,12883
NY1500299,12996
NY1600008,12953
NY1600011,12983
NY1600012,12986
NY1700018,12078
NY1700019,12095
NY1800544,14020
NY1800554,14005
NY1800554,14020
NY1800554,14036
NY1800554,14054
NY1800554,14056
NY1900026,12414
NY1900026,12451
NY1900027,12042
NY1900027,12051
NY1900027,12192
NY1920318,12496
NY1930059,12414
NY2102300,13350
NY2102306,13350
NY2102307,13357
NY2102308,13365
NY2102313,13431
NY2202334,13619
NY2202346,13601
NY2212214,13602
NY2221206,13601
NY2402365,13367
NY2501015,14437
NY2501017,14454
NY2501017,14462
NY2501017,14481
NY2501017,14486
NY2501017,14533
NY2501017,14539
NY2501017,14592
NY2501019,14414
NY2501019,14423
NY2501019,14435
NY2501019,14437
NY2501019,14454
NY2501019,14462
NY2501019,14466
NY2501019,14480
NY2501019,14481
NY2501019,14485
NY2501019,14487
NY2501019,14510
NY2501019,14545
NY2501019,14560
NY2501019,14592
NY2501023,14510
NY2602371,13035
NY2602377,13346
NY2602379,13409
NY2602381,13032
NY2602381,13054
NY2602381,13163
NY2602381,13308
NY2602381,13409
NY2602381,13421
NY2602381,13440
NY2602381,13461
NY2602381,13471
NY2602381,13476
NY2602381,13477
NY2602381,13478
NY2613319,13408
NY2701039,14420
NY2701045,14468
NY2701047,14001
NY2701047,14020
NY2701047,14021
NY2701047,14036
NY2701047,14040
NY2701047,14054
NY2701047,14056
NY2701047,14058
NY2701047,14143
NY2701047,14416
NY2701047,14420
NY2701047,14422
NY2701047,14423
NY2701047,14428
NY2701047,14430
NY2701047,14445
NY2701047,14450
NY2701047,14464
NY2701047,14466
NY2701047,14467
NY2701047,14468
NY2701047,14469
NY2701047,14470
NY2701047,14471
NY2701047,14472
NY2701047,14476
NY2701047,14477
NY2701047,14482
NY2701047,14485
NY2701047,14487
NY2701047,14502
NY2701047,14506
NY2701047,14508
NY2701047,14511
NY2701047,14514
NY2701047,14515
NY2701047,14519
NY2701047,14525
NY2701047,14526
NY2701047,14534
NY2701047,14543
NY2701047,14546
NY2701047,14557
NY2701047,14559
NY2701047,14564
NY2701047,14580
NY2701047,14585
NY2701047,14586
NY2701047,14591
NY2701047,14602
NY2701047,14603
NY2701047,14604
NY2701047,14605
NY2701047,14606
NY2701047,14607
NY2701047,14608
NY2701047,14609
NY2701047,14610
NY2701047,14611
NY2701047,14612
NY2701047,14613
NY2701047,14614
NY2701047,14615
NY2701047,14616
NY2701047,14617
NY2701047,14618
NY2701047,14620
NY2701047,14621
NY2701047,14622
NY2701047,14623
NY2701047,14624
NY2701047,14625
NY2701047,14626
NY2701047,14653
NY2701047,14692
NY2701118,14622
NY2704518,14466
NY2704518,14605
NY2704518,14606
NY2704518,14607
NY2704518,14608
NY2704518,14609
NY2704518,14610
NY2704518,14611
NY2704518,14612
NY2704518,14613
NY2704518,14614
NY2704518,14615
NY2704518,14616
NY2704518,14617
NY2704518,14618
NY2704518,14619
NY2704518,14620
NY2704518,14621
NY2704518,14622
NY2704518,14623
NY2704518,14624
NY2800136,12010
NY2800139,13339
NY2900000,11553
NY2900000,11554
NY2900000,11590
NY2900000,11756
NY2902815,11507
NY2902815,11576
NY2902815,11577
NY2902816,11709
NY2902817,11714
NY2902817,11735
NY2902817,11756
NY2902817,11803
NY2902817,11804
NY2902818,11501
NY2902818,11514
NY2902818,11590
NY2902821,11735
NY2902822,11001
NY2902822,11003
NY2902822,11010
NY2902823,11520
NY2902824,11530
NY2902825,11040
NY2902825,11507
NY2902825,11576
NY2902825,11596
NY2902826,11542
NY2902827,11530
NY2902827,11550
NY2902827,11552
NY2902827,11553
NY2902829,11801
NY2902830,11001
NY2902830,11003
NY2902830,11010
NY2902830,11040
NY2902830,11530
NY2902830,11580
NY2902831,11791
NY2902833,11560
NY2902834,11561
NY2902835,11509
NY2902835,11510
NY2902835,11516
NY2902835,11518
NY2902835,11552
NY2902835,11557
NY2902835,11558
NY2902835,11559
NY2902835,11563
NY2902835,11565
NY2902835,11572
NY2902835,11575
NY2902835,11580
NY2902835,11581
NY2902835,11598
NY2902836,11020
NY2902836,11021
NY2902836,11023
NY2902836,11030
NY2902836,11040
NY2902836,11042
NY2902836,11576
NY2902837,11758
NY2902837,11762
NY2902839,11501
NY2902840,11566
NY2902840,11710
NY2902840,11756
NY2902840,11758
NY2902840,11783
NY2902840,11793
NY2902841,11021
NY2902841,11023
NY2902841,11024
NY2902843,11568
NY2902844,11771
NY2902845,11803
NY2902848,11570
NY2902851,11576
NY2902851,11577
NY2902853,11542
NY2902853,11545
NY2902853,11547
NY2902853,11576
NY2902853,11579
NY2902854,11735
NY2902856,11590
NY2902857,11552
NY2902858,11596
NY2912267,11030
NY2912267,11050
NY3100557,14094
NY3100557,14108
NY3100557,14131
NY3100557,14132
NY3100557,14172
NY3100561,14092
NY3100561,14107
NY3100561,14109
NY3100561,14131
NY3100561,14132
NY3100561,14174
NY3100563,14094
NY3100564,14094
NY3100568,14301
NY3100568,14302
NY3100568,14303
NY3100568,14304
NY3100568,14305
NY3100571,14304
NY3100571,14305
NY3100572,14120
NY3100573,14008
NY3100573,14012
NY3100573,14028
NY3100573,14094
NY3100573,14108
NY3100573,14126
NY3100574,14094
NY3100574,14120
NY3100577,14131
NY3100577,14174
NY3100580,14001
NY3100580,14067
NY3100580,14094
NY3100580,14105
NY3100585,14094
NY3100585,14120
NY3100585,14132
NY3100585,14304
NY3100587,14131
NY3100587,14172
NY3100588,14008
NY3100588,14012
NY3100588,14067
NY3100588,14094
NY3100588,14105
NY3100595,14008
NY3100595,14028
NY3100595,14108
NY3100595,14126
NY3202405,13440
NY3202411,13321
NY3202411,13323
NY3202411,13340
NY3202411,13354
NY3202411,13403
NY3202411,13413
NY3202411,13417
NY3202411,13424
NY3202411,13456
NY3202411,13469
NY3202411,13479
NY3202411,13490
NY3202411,13492
NY3202411,13495
NY3202411,13501
NY3202411,13502
NY3202411,13503
NY3202411,13504
NY3202411,13505
NY3202411,13599
NY3304307,13027
NY3304334,13060
NY3304334,13080
NY3304334,13152
NY3304334,13201
NY3304334,13202
NY3304334,13203
NY3304334,13204
NY3304334,13205
NY3304334,13206
NY3304334,13207
NY3304334,13208
NY3304334,13209
NY3304334,13210
NY3304334,13211
NY3304334,13212
NY3304334,13214
NY3304334,13215
NY3304336,13027
NY3304336,13028
NY3304336,13029
NY3304336,13030
NY3304336,13031
NY3304336,13032
NY3304336,13036
NY3304336,13037
NY3304336,13039
NY3304336,13041
NY3304336,13042
NY3304336,13044
NY3304336,13057
NY3304336,13060
NY3304336,13066
NY3304336,13069
NY3304336,13074
NY3304336,13076
NY3304336,13078
NY3304336,13080
NY3304336,13082
NY3304336,13084
NY3304336,13088
NY3304336,13090
NY3304336,13103
NY3304336,13104
NY3304336,13108
NY3304336,13110
NY3304336,13112
NY3304336,13113
NY3304336,13115
NY3304336,13116
NY3304336,13120
NY3304336,13123
NY3304336,13126
NY3304336,13131
NY3304336,13132
NY3304336,13135
NY3304336,13138
NY3304336,13152
NY3304336,13156
NY3304336,13157
NY3304336,13159
NY3304336,13162
NY3304336,13164
NY3304336,13167
NY3304336,13201
NY3304336,13204
NY3304336,13205
NY3304336,13206
NY3304336,13207
NY3304336,13208
NY3304336,13209
NY3304336,13210
NY3304336,13211
NY3304336,13212
NY3304336,13214
NY3304336,13215
NY3304336,13219
NY3304336,13220
NY3304336,13221
NY3304336,13308
NY3304336,13316
NY3304336,13401
NY3304336,13402
NY3304336,13421
NY3304336,13501
NY3304343,13078
NY3304344,13027
NY3304344,13088
NY3304344,13090
NY3304347,13119
NY3304347,13152
NY3316112,13057
NY3400784,14424
NY3401150,14424
NY3401151,14424
NY3401151,14425
NY3401151,14522
NY3401151,14548
NY3401151,14564
NY3401156,14456
NY3401170,14424
NY3401170,14461
NY3401170,14561
NY3404514,14415
NY3404514,14456
NY3404514,14561
NY3411948,14424
NY3411948,14548
NY3411948,14561
NY3430008,14424
NY3430034,14432
NY3430034,14456
NY3430034,14532
NY3430041,14424
NY3503524,10918
NY3503524,10950
NY3503526,12518
NY3503526,12520
NY3503526,12553
NY3503528,10924
NY3503532,10922
NY3503532,10928
NY3503534,10940
NY3503534,10990
NY3503535,10950
NY3503536,10950
NY3503542,12549
NY3503549,12550
NY3503553,12566
NY3503554,12771
NY3503559,12586
NY3503561,10990
NY3503567,10992
NY3503573,10917
NY3503573,10930
NY3503578,12550
NY3503580,12553
NY3503584,10940
NY3503584,10941
NY3503627,10950
NY3504069,12771
NY3504069,12780
NY3511338,10928
NY3511887,10928
NY3522798,10973
NY3600596,14411
NY3600600,14103
NY3630023,14429
NY3630023,14470
NY3704355,13069
NY3704361,13126
NY3730037,13126
NY3730165,13114
NY3730165,13142
NY3730165,13144
NY3800154,13820
NY3802590,13825
NY3830002,13320
NY3903641,10512
NY3922421,12563
NY4100041,12090
NY4100044,12144
NY4100050,12180
NY4100050,12182
NY4100051,12061
NY4100051,12144
NY4110144,12180
NY4110144,12182
NY4110144,12198
NY4130243,12144
NY4130243,12180
NY4130243,12198
NY4130338,12140
NY4130338,12198
NY4303666,10960
NY4303666,10994
NY4303673,10901
NY4303673,10913
NY4303673,10920
NY4303673,10923
NY4303673,10927
NY4303673,10931
NY4303673,10952
NY4303673,10954
NY4303673,10956
NY4303673,10960
NY4303673,10962
NY4303673,10964
NY4303673,10965
NY4303673,10968
NY4303673,10970
NY4303673,10974
NY4303673,10976
NY4303673,10977
NY4303673,10980
NY4303673,10982
NY4303673,10983
NY4303673,10984
NY4303673,10986
NY4303673,10989
NY4303673,10993
NY4303673,10994
NY4303675,10901
NY4404381,13617
NY4404385,13642
NY4404390,13662
NY4404394,13669
NY4404397,13676
NY4500162,12020
NY4500162,12866
NY4500164,12822
NY4500164,12846
NY4500166,12118
NY4500168,12866
NY4500170,12803
NY4500173,12188
NY4500175,12019
NY4500175,12065
NY4500175,12148
NY4500177,12828
NY4500178,12866
NY4500186,12831
NY4500186,12866
NY4505658,12020
NY4511620,12020
NY4511620,12118
NY4511620,12866
NY4519111,12065
NY4519111,12118
NY4519111,12188
NY4600069,12303
NY4600069,12306
NY4600070,12301
NY4600070,12303
NY4600070,12304
NY4600070,12305
NY4600070,12306
NY4600070,12307
NY4600070,12308
NY4600070,12309
NY4600071,12302
NY4600073,12309
NY4600091,12008
NY4600091,12019
NY4600091,12027
NY4600091,12302
NY4700094,12043
NY4710781,12066
NY4901198,13148
NY4901199,13065
NY4901199,13148
NY4901199,13165
NY4901199,14456
NY4901199,14521
NY5001206,14810
NY5001209,14830
NY5001212,14821
NY5001212,14827
NY5001212,14870
NY5001215,14843
NY5103263,11724
NY5103263,11740
NY5103263,11743
NY5103263,11746
NY5103263,11747
NY5103266,11780
NY5103271,11721
NY5103271,11725
NY5103271,11731
NY5103271,11740
NY5103271,11743
NY5103271,11746
NY5103271,11768
NY5103276,11746
NY5103276,11747
NY5103280,11770
NY5103704,11946
NY5103705,11792
NY5103705,11901
NY5103705,11931
NY5103705,11933
NY5103705,11947
NY5103705,11972
NY5105656,11754
NY5105656,11787
NY5110526,11701
NY5110526,11702
NY5110526,11703
NY5110526,11704
NY5110526,11705
NY5110526,11706
NY5110526,11713
NY5110526,11716
NY5110526,11717
NY5110526,11719
NY5110526,11720
NY5110526,11721
NY5110526,11722
NY5110526,11724
NY5110526,11725
NY5110526,11726
NY5110526,11727
NY5110526,11729
NY5110526,11730
NY5110526,11731
NY5110526,11733
NY5110526,11735
NY5110526,11738
NY5110526,11741
NY5110526,11742
NY5110526,11743
NY5110526,11746
NY5110526,11749
NY5110526,11751
NY5110526,11752
NY5110526,11754
NY5110526,11755
NY5110526,11757
NY5110526,11763
NY5110526,11764
NY5110526,11766
NY5110526,11767
NY5110526,11768
NY5110526,11769
NY5110526,11770
NY5110526,11772
NY5110526,11776
NY5110526,11777
NY5110526,11778
NY5110526,11779
NY5110526,11780
NY5110526,11782
NY5110526,11784
NY5110526,11786
NY5110526,11787
NY5110526,11788
NY5110526,11790
NY5110526,11795
NY5110526,11798
NY5110526,11901
NY5110526,11934
NY5110526,11935
NY5110526,11937
NY5110526,11939
NY5110526,11941
NY5110526,11942
NY5110526,11944
NY5110526,11949
NY5110526,11950
NY5110526,11952
NY5110526,11953
NY5110526,11954
NY5110526,11957
NY5110526,11958
NY5110526,11961
NY5110526,11963
NY5110526,11964
NY5110526,11965
NY5110526,11967
NY5110526,11968
NY5110526,11971
NY5110526,11976
NY5110526,11978
NY5110526,11980
NY5111891,11973
NY5203324,12779
NY5203330,12758
NY5203348,12789
NY5203353,12777
NY5304409,13827
NY5304410,14892
