PWSID,ZIPCODE
NC0431085,28398
NC0431085,28453
NC0431085,28458
NC0431085,28464
NC0431085,28466
NC0431085,28508
NC0431085,28518
NC0431085,28572
NC0431085,28578
NC0433010,27886
NC0433050,27801
NC0433050,27886
NC0437020,27926
NC0437020,27935
NC0437020,27937
NC0437020,27938
NC0437020,27946
NC0437020,27979
NC0440106,27828
NC0440106,27888
NC0440106,28513
NC0440106,28538
NC0440106,28551
NC0440106,28554
NC0440106,28580
NC0442010,27832
NC0442010,27870
NC0442028,27850
NC0442040,27823
NC0442040,27839
NC0442040,27844
NC0442040,27850
NC0442040,27870
NC0442040,27874
NC0442040,27887
NC0442040,27890
NC0446010,27910
NC0446015,27855
NC0446045,27818
NC0446045,27855
NC0446045,27897
NC0446045,27910
NC0446045,27986
NC0448010,27885
NC0452020,28501
NC0452020,28504
NC0452020,28522
NC0452020,28526
NC0452020,28555
NC0452020,28562
NC0452020,28572
NC0452020,28573
NC0452020,28574
NC0452020,28585
NC0454010,28501
NC0454010,28502
NC0454010,28504
NC0454025,28501
NC0454025,28502
NC0454025,28503
NC0454025,28504
NC0454025,28530
NC0454025,28538
NC0454025,28551
NC0454025,28580
NC0454030,28501
NC0454030,28502
NC0454030,28503
NC0454030,28504
NC0454030,28525
NC0454030,28572
NC0454030,28578
NC0459010,27892
NC0464010,27801
NC0464010,27802
NC0464010,27803
NC0464010,27804
NC0464010,27809
NC0464010,27891
NC0464020,27816
NC0464020,27856
NC0465010,28401
NC0465010,28403
NC0465010,28405
NC0465010,28409
NC0465010,28411
NC0465010,28412
NC0465010,28429
NC0465015,28428
NC0465020,28480
NC0465025,28449
NC0465137,28409
NC0465137,28412
NC0465199,28409
NC0465199,28412
NC0466108,27845
NC0466108,27862
NC0466108,27869
NC0466108,27870
NC0466108,27876
NC0466108,27897
NC0466110,27842
NC0467010,28540
NC0467010,28541
NC0467010,28546
NC0467035,28445
NC0467035,28460
NC0467035,28539
NC0467035,28540
NC0467035,28541
NC0467035,28544
NC0467035,28546
NC0467035,28555
NC0467035,28574
NC0467035,28582
NC0467035,28584
NC0467041,28542
NC0467041,28547
NC0467042,28540
NC0467043,28542
NC0467043,28543
NC0469025,28509
NC0469025,28510
NC0469025,28515
NC0469025,28529
NC0469025,28537
NC0469025,28552
NC0469025,28556
NC0469025,28560
NC0469025,28583
NC0470010,27906
NC0470010,27907
NC0470010,27909
NC0470015,27906
NC0470015,27909
NC0471010,28425
NC0471015,28443
NC0471015,28445
NC0472025,27944
NC0474010,27833
NC0474010,27834
NC0474010,27835
NC0474010,27836
NC0474010,27858
NC0474010,28590
NC0474015,27837
NC0474015,27858
NC0474015,27879
NC0474015,28513
NC0474015,28586
NC0474015,28590
NC0474020,27828
NC0474020,27829
NC0474020,27888
NC0474025,28513
NC0474035,28530
NC0474040,28590
NC0474045,27811
NC0474045,27828
NC0474045,27834
NC0474045,27852
NC0474045,28513
NC0474045,28530
NC0474045,28590
NC0494010,27962
NC0494025,27928
NC0494025,27962
NC0494025,27970
NC0496010,27530
NC0496010,27531
NC0496010,27532
NC0496010,27533
NC0496010,27534
NC0496015,28365
NC0496025,27830
NC0496045,27530
NC0496055,27531
NC0496055,27534
NC0496060,27530
NC0496060,27534
NC0496060,27569
NC0496060,28551
NC0496065,27530
NC0496065,27533
NC0496065,27534
NC0496065,27830
NC0496065,27863
NC0496065,28333
NC0496065,28365
NC0496065,28551
NC0496065,28578
NC0496065,28678
NC0498010,27822
NC0498010,27893
NC0498010,27895
NC0498010,27896
NC2023003,28024
NC2023003,28114
NC2023003,29341
NC3001006,27258
NC3041076,27401
NC3041076,27406
NC4051009,27576
NC4051018,27504
NC4051018,27524
NC4051018,27527
NC4051018,27542
NC4051018,27557
NC4051018,27569
NC4051018,27576
NC4051018,27577
NC4051018,27591
NC4051018,27597
NC4051018,28334
NC4051018,28366
NC4064005,27557
NC4064005,27803
NC4064005,27807
NC4064005,27822
NC4064005,27856
NC4064005,27882
NC4064005,27896
NC4098012,27542
NC4098012,27830
NC4098012,27851
NC4098012,27880
NC4098012,27883
NC4098012,27893
NC4098012,27894
NC4098012,27895
NC4098012,27896
NC4098014,27822
NC4098014,27873
NC4098014,27883
NC4098014,27893
NC4098014,27894
NC4098014,27895
NC4098014,27896
NC5026019,28307
NC5026019,28308
NC5026019,28310
NC5026027,28312
NC5043001,28326
NC5063011,27376
NC5063011,28326
NC5063011,28327
NC5063011,28350
NC5063011,28394
NC6027001,27927
NC6070000,27909
NC6096001,27534
NC7024007,28430
NC7024007,28431
NC7024007,28438
NC7024007,28439
NC7024007,28472
NC7071011,28401
NC7071011,28411
NC7071011,28425
NC7071011,28435
NC7071011,28443
NC7071011,28445
NC7071011,28454
NC7071011,28457
NC7071011,28478
ND0200958,58072
ND0201058,58072
ND0800080,58501
ND0800080,58503
ND0800080,58504
ND0800570,58504
ND0801154,58501
ND0801154,58504
ND0801502,58477
ND0801502,58494
ND0801502,58501
ND0801502,58521
ND0801502,58532
ND0801502,58558
ND0801502,58572
ND0801502,58579
ND0900336,58102
ND0900336,58103
ND0900336,58104
ND0900336,58105
ND0900336,58106
ND0900336,58107
ND0900336,58108
ND0900336,58109
ND0900336,58121
ND0900336,58122
ND0900336,58124
ND0900336,58125
ND0900336,58126
ND0900999,58078
ND0901060,58005
ND0901060,58012
ND0901060,58015
ND0901060,58017
ND0901060,58021
ND0901060,58042
ND0901060,58047
ND0901060,58051
ND0901060,58059
ND0901060,58062
ND0901124,58011
ND0901124,58012
ND0901124,58027
ND0901124,58031
ND0901124,58052
ND0901124,58054
ND0901124,58059
ND0901124,58063
ND0901124,58064
ND0901124,58068
ND0901124,58071
ND0901124,58077
ND0901124,58079
ND0901483,58078
ND0901483,58102
ND0901483,58103
ND0901483,58104
ND1501653,58413
ND1501653,58428
ND1501653,58482
ND1501653,58487
ND1501653,58495
ND1501653,58524
ND1501653,58542
ND1501653,58544
ND1501653,58552
ND1501653,58561
ND1501653,58573
ND1501653,58581
ND1700059,58621
ND1800410,58201
ND1800410,58202
ND1800410,58203
ND1800410,58204
ND1800410,58205
ND1800410,58206
ND1800410,58207
ND1800410,58208
ND1800550,58251
ND1801056,58201
ND1801056,58214
ND1801056,58233
ND1801056,58235
ND1801056,58244
ND1801056,58251
ND1801056,58256
ND1801056,58258
ND1801056,58261
ND1801062,58201
ND1801062,58214
ND1801062,58218
ND1801062,58223
ND1801062,58228
ND1801062,58240
ND1801062,58257
ND1801062,58267
ND1801062,58274
ND1801062,58275
ND1801062,58278
ND2700990,58854
ND2900074,58523
ND2901491,58580
ND3000596,58554
ND3001431,58535
ND3001431,58554
ND3001431,58563
ND3401128,58210
ND3401128,58216
ND3401128,58220
ND3401128,58222
ND3401128,58225
ND3401128,58227
ND3401128,58229
ND3401128,58236
ND3401128,58238
ND3401128,58239
ND3401128,58241
ND3401128,58243
ND3401128,58249
ND3401128,58260
ND3401128,58262
ND3401128,58265
ND3401128,58269
ND3401128,58270
ND3401128,58271
ND3401128,58276
ND3401128,58281
ND3401128,58282
ND3401128,58311
ND3401128,58323
ND3401128,58324
ND3401128,58325
ND3401128,58330
ND3401128,58331
ND3401128,58338
ND3401128,58352
ND3401128,58355
ND3401128,58365
ND3401128,58372
ND3401128,58377
ND3600231,58301
ND3601424,58301
ND3601424,58325
ND3601424,58327
ND3601424,58362
ND3601424,58377
ND3601424,58380
ND3601424,58382
ND3601424,58421
ND3601424,58443
ND3601424,58445
ND3601424,58464
ND3900973,58075
ND3901068,58001
ND3901068,58008
ND3901068,58013
ND3901068,58015
ND3901068,58017
ND3901068,58018
ND3901068,58030
ND3901068,58032
ND3901068,58040
ND3901068,58041
ND3901068,58043
ND3901068,58051
ND3901068,58053
ND3901068,58058
ND3901068,58060
ND3901068,58061
ND3901068,58067
ND3901068,58075
ND3901068,58077
ND3901068,58081
ND4500242,50602
ND4500242,58601
ND4501434,57620
ND4501434,57638
ND4501434,57640
ND4501434,57644
ND4501434,58520
ND4501434,58529
ND4501434,58533
ND4501434,58535
ND4501434,58562
ND4501434,58564
ND4501434,58601
ND4501434,58620
ND4501434,58621
ND4501434,58622
ND4501434,58623
ND4501434,58626
ND4501434,58627
ND4501434,58630
ND4501434,58631
ND4501434,58632
ND4501434,58634
ND4501434,58638
ND4501434,58639
ND4501434,58641
ND4501434,58642
ND4501434,58643
ND4501434,58645
ND4501434,58646
ND4501434,58647
ND4501434,58649
ND4501434,58650
ND4501434,58651
ND4501434,58652
ND4501434,58653
ND4501434,58654
ND4501434,58655
ND4501434,58656
ND4700498,58401
ND4701303,58401
ND4701303,58420
ND4701303,58421
ND4701303,58424
ND4701303,58426
ND4701303,58431
ND4701303,58442
ND4701303,58454
ND4701303,58455
ND4701303,58466
ND4701303,58467
ND4701303,58472
ND4701303,58475
ND4701303,58476
ND4701303,58478
ND4701303,58481
ND4701303,58483
ND4701303,58484
ND4701303,58492
ND4701303,58496
ND4701303,58497
ND5000408,58237
ND5100660,58701
ND5100660,58702
ND5100660,58703
ND5101125,58540
ND5101125,58701
ND5101125,58703
ND5101125,58710
ND5101125,58712
ND5101125,58716
ND5101125,58718
ND5101125,58722
ND5101125,58723
ND5101125,58725
ND5101125,58731
ND5101125,58733
ND5101125,58734
ND5101125,58735
ND5101125,58736
ND5101125,58740
ND5101125,58741
ND5101125,58756
ND5101125,58758
ND5101125,58759
ND5101125,58768
ND5101125,58770
ND5101125,58771
ND5101125,58775
ND5101125,58779
ND5101125,58781
ND5101125,58785
ND5101125,58790
ND5101125,58792
ND5201309,58438
ND5300425,58845
ND5301012,58801
ND5301012,58802
ND5301079,58727
ND5301079,58730
ND5301079,58765
ND5301079,58795
ND5301079,58801
ND5301079,58802
ND5301079,58830
ND5301079,58833
ND5301079,58843
ND5301079,58844
ND5301079,58845
ND5301079,58849
ND5301079,58853
ND5301079,58856
NE3100101,68901
NE3100308,68726
NE3101302,69301
NE3101906,68845
NE3101906,68847
NE3101906,68848
NE3102501,68048
NE3102502,68048
NE3102902,69033
NE3103303,69162
NE3103701,68661
NE3103904,68788
NE3104105,68822
NE3104309,68776
NE3104507,69337
NE3104701,69130
NE3104702,69138
NE3104708,68850
NE3105306,68044
NE3105312,68025
NE3105312,68026
NE3105507,68005
NE3105507,68007
NE3105507,68010
NE3105507,68022
NE3105507,68028
NE3105507,68059
NE3105507,68069
NE3105507,68102
NE3105507,68104
NE3105507,68105
NE3105507,68106
NE3105507,68107
NE3105507,68108
NE3105507,68110
NE3105507,68111
NE3105507,68112
NE3105507,68113
NE3105507,68114
NE3105507,68116
NE3105507,68117
NE3105507,68118
NE3105507,68122
NE3105507,68123
NE3105507,68124
NE3105507,68127
NE3105507,68128
NE3105507,68130
NE3105507,68131
NE3105507,68132
NE3105507,68133
NE3105507,68134
NE3105507,68135
NE3105507,68136
NE3105507,68137
NE3105507,68138
NE3105507,68142
NE3105507,68144
NE3105507,68147
NE3105507,68152
NE3105507,68154
NE3105507,68157
NE3105507,68164
NE3105507,68182
NE3105507,68183
NE3105701,69021
NE3106505,68926
NE3106705,68310
NE3107308,68937
NE3107902,68801
NE3107902,68802
NE3107902,68803
NE3107902,68810
NE3108101,68818
NE3108307,68920
NE3108904,68763
NE3109507,68352
NE3110102,69153
NE3110909,68317
NE3110909,68372
NE3110909,68404
NE3110909,68418
NE3110909,68430
NE3110909,68461
NE3110909,68501
NE3110926,68501
NE3110926,68502
NE3110926,68503
NE3110926,68504
NE3110926,68505
NE3110926,68506
NE3110926,68507
NE3110926,68508
NE3110926,68509
NE3110926,68510
NE3110926,68512
NE3110926,68514
NE3110926,68516
NE3110926,68520
NE3110926,68521
NE3110926,68522
NE3110926,68523
NE3110926,68524
NE3110926,68526
NE3110926,68527
NE3110926,68528
NE3110926,68529
NE3110926,68531
NE3110926,68542
NE3110926,68544
NE3110926,68583
NE3110926,68588
NE3111106,69101
NE3111106,69103
NE3111910,68701
NE3112703,68305
NE3113106,68410
NE3113705,68949
NE3114110,68601
NE3114504,69001
NE3114705,68355
NE3115104,68333
NE3115303,68028
NE3115313,68046
NE3115313,68133
NE3115313,68157
NE3115716,69361
NE3115717,69341
NE3115905,68434
NE3117901,68002
NE3117905,68008
NE3118104,68787
NE3118706,68467
NE3120002,68731
NE3120173,68028
NE3120514,68025
NH0161020,03838
NH0161020,03845
NH0162170,03812
NH0162170,03838
NH0162170,03845
NH0162170,03860
NH0192080,03103
NH0192080,03110
NH0231010,03570
NH0251010,03224
NH0251010,03303
NH0301010,03222
NH0446020,03443
NH0446020,03466
NH0461010,03743
NH0501010,03301
NH0501010,03302
NH0501010,03303
NH0501010,03305
NH0511030,03818
NH0511030,03845
NH0511030,03860
NH0511030,03867
NH0512120,03818
NH0611010,03038
NH0611010,03053
NH0651010,03820
NH0691010,03824
NH0691010,03861
NH0801010,03833
NH0851010,03235
NH0851010,03269
NH0951010,03748
NH0951010,03753
NH0951010,03784
NH1031010,03811
NH1031010,03841
NH1031010,03865
NH1051010,03842
NH1051010,03843
NH1051010,03862
NH1051010,03870
NH1051010,03885
NH1071010,03755
NH1181010,03106
NH1196050,03229
NH1201010,03051
NH1221010,03452
NH1221010,03461
NH1241010,03431
NH1281010,03246
NH1321010,03766
NH1321010,03784
NH1371010,03052
NH1381010,03561
NH1381010,03574
NH1391010,03032
NH1391010,03053
NH1391010,03103
NH1461010,03849
NH1471010,03103
NH1471010,03109
NH1531010,03054
NH1561010,03055
NH1621010,03060
NH1621010,03061
NH1621010,03062
NH1621010,03063
NH1621010,03064
NH1622010,03049
NH1622010,03061
NH1721010,03257
NH1721010,03284
NH1731010,03857
NH1741010,03773
NH1861010,03106
NH1861010,03275
NH1871010,03458
NH1871010,03468
NH1941010,03245
NH1941010,03264
NH1951010,03801
NH1951010,03823
NH1951010,03840
NH1951010,03854
NH1951010,03870
NH1951020,03801
NH1971010,03077
NH2001010,03839
NH2001010,03867
NH2001010,03868
NH2001010,04027
NH2041010,03870
NH2051010,03079
NH2051010,03087
NH2111010,03874
NH2151010,03878
NH2561010,03894
NH2561010,03896
NJ0102001,08232
NJ0102001,08401
NJ0102301,08401
NJ0102302,08401
NJ0103001,08203
NJ0104003,08310
NJ0104003,08326
NJ0104003,08341
NJ0104003,08360
NJ0107001,08215
NJ0108352,08405
NJ0111304,08205
NJ0112001,08330
NJ0112325,08330
NJ0113001,08037
NJ0115001,08403
NJ0116001,08402
NJ0119002,08201
NJ0119002,08205
NJ0119002,08213
NJ0119002,08215
NJ0119002,08221
NJ0119002,08222
NJ0119002,08225
NJ0119002,08232
NJ0119002,08240
NJ0119002,08244
NJ0122001,08406
NJ0201001,07401
NJ0211001,07407
NJ0217001,07410
NJ0220001,07417
NJ0221001,07026
NJ0228001,07423
NJ0228001,07451
NJ0228001,07458
NJ0231001,07644
NJ0232001,07071
NJ0233001,07430
NJ0238001,07010
NJ0238001,07020
NJ0238001,07022
NJ0238001,07024
NJ0238001,07030
NJ0238001,07047
NJ0238001,07057
NJ0238001,07067
NJ0238001,07070
NJ0238001,07072
NJ0238001,07073
NJ0238001,07074
NJ0238001,07075
NJ0238001,07087
NJ0238001,07093
NJ0238001,07094
NJ0238001,07417
NJ0238001,07458
NJ0238001,07602
NJ0238001,07603
NJ0238001,07604
NJ0238001,07605
NJ0238001,07606
NJ0238001,07607
NJ0238001,07608
NJ0238001,07620
NJ0238001,07621
NJ0238001,07624
NJ0238001,07626
NJ0238001,07627
NJ0238001,07628
NJ0238001,07630
NJ0238001,07631
NJ0238001,07632
NJ0238001,07640
NJ0238001,07641
NJ0238001,07642
NJ0238001,07643
NJ0238001,07644
NJ0238001,07645
NJ0238001,07646
NJ0238001,07647
NJ0238001,07648
NJ0238001,07649
NJ0238001,07650
NJ0238001,07652
NJ0238001,07657
NJ0238001,07660
NJ0238001,07661
NJ0238001,07662
NJ0238001,07666
NJ0238001,07670
NJ0238001,07675
NJ0239001,07031
NJ0242001,07417
NJ0242001,07436
NJ0242001,07442
NJ0242001,07470
NJ0247001,07656
NJ0247001,07677
NJ0248001,07401
NJ0248001,07430
NJ0248001,07446
NJ0248001,07458
NJ0251001,07432
NJ0251001,07450
NJ0251001,07452
NJ0251001,07481
NJ0257001,07663
NJ0264001,07463
NJ0265001,07057
NJ0303001,08505
NJ0305001,08016
NJ0306001,08016
NJ0313001,08053
NJ0315001,08518
NJ0319001,08052
NJ0320001,08055
NJ0322001,08057
NJ0323001,08022
NJ0323001,08036
NJ0323001,08048
NJ0323001,08060
NJ0324001,08054
NJ0325001,08640
NJ0326006,08641
NJ0327001,08002
NJ0327001,08003
NJ0327001,08004
NJ0327001,08007
NJ0327001,08010
NJ0327001,08021
NJ0327001,08026
NJ0327001,08030
NJ0327001,08031
NJ0327001,08033
NJ0327001,08034
NJ0327001,08035
NJ0327001,08043
NJ0327001,08045
NJ0327001,08049
NJ0327001,08052
NJ0327001,08054
NJ0327001,08059
NJ0327001,08061
NJ0327001,08065
NJ0327001,08075
NJ0327001,08077
NJ0327001,08078
NJ0327001,08083
NJ0327001,08084
NJ0327001,08102
NJ0327001,08103
NJ0327001,08104
NJ0327001,08105
NJ0327001,08106
NJ0327001,08107
NJ0327001,08109
NJ0327001,08110
NJ0329003,08068
NJ0329004,08015
NJ0333001,08088
NJ0338001,08046
NJ0404001,08031
NJ0405001,08009
NJ0405001,08043
NJ0405001,08091
NJ0407001,08030
NJ0408001,08101
NJ0408001,08102
NJ0408001,08103
NJ0408001,08104
NJ0411001,08021
NJ0412001,08108
NJ0414001,08030
NJ0415002,08012
NJ0415002,08021
NJ0415002,08032
NJ0415002,08081
NJ0415002,08403
NJ0416001,08033
NJ0416001,08107
NJ0416001,08108
NJ0424001,08002
NJ0424001,08108
NJ0424001,08109
NJ0424001,08110
NJ0428002,08021
NJ0436007,08037
NJ0501001,08202
NJ0502001,08204
NJ0503001,08212
NJ0505002,08204
NJ0505002,08251
NJ0506010,08210
NJ0506010,08242
NJ0508001,08223
NJ0508001,08226
NJ0509001,08243
NJ0510001,08247
NJ0512001,08204
NJ0514001,08242
NJ0514001,08260
NJ0601001,08302
NJ0609001,08327
NJ0610001,08332
NJ0614003,08360
NJ0614003,08361
NJ0701001,07109
NJ0702001,07003
NJ0702001,07028
NJ0703001,07006
NJ0704001,07009
NJ0705001,07018
NJ0705001,07078
NJ0707001,07004
NJ0707001,07006
NJ0708001,07028
NJ0710001,07039
NJ0712001,07039
NJ0712001,07040
NJ0712001,07041
NJ0712001,07044
NJ0712001,07052
NJ0712001,07059
NJ0712001,07069
NJ0712001,07078
NJ0712001,07079
NJ0712001,07081
NJ0712001,07083
NJ0712001,07088
NJ0712001,07111
NJ0712001,07869
NJ0712001,07901
NJ0712001,07920
NJ0712001,07921
NJ0712001,07922
NJ0712001,07924
NJ0712001,07926
NJ0712001,07928
NJ0712001,07930
NJ0712001,07931
NJ0712001,07932
NJ0712001,07933
NJ0712001,07934
NJ0712001,07935
NJ0712001,07936
NJ0712001,07938
NJ0712001,07939
NJ0712001,07940
NJ0712001,07945
NJ0712001,07946
NJ0712001,07960
NJ0712001,07974
NJ0712001,07978
NJ0712001,07980
NJ0713001,07042
NJ0713001,07043
NJ0714001,07003
NJ0714001,07017
NJ0714001,07102
NJ0714001,07109
NJ0714001,07110
NJ0714001,07201
NJ0714001,07440
NJ0714001,07470
NJ0715001,07006
NJ0716001,07013
NJ0716001,07014
NJ0716001,07103
NJ0716001,07109
NJ0716001,07110
NJ0717001,07050
NJ0718001,07068
NJ0719001,07079
NJ0720001,07006
NJ0720001,07009
NJ0720001,07021
NJ0720001,07043
NJ0720001,07044
NJ0720001,07052
NJ0721001,07006
NJ0801001,08312
NJ0802001,08096
NJ0803001,08020
NJ0803001,08056
NJ0803001,08061
NJ0806001,08028
NJ0807001,08027
NJ0808001,08062
NJ0808319,08062
NJ0809002,08085
NJ0810004,08020
NJ0810004,08051
NJ0810004,08071
NJ0810004,08080
NJ0811002,08094
NJ0814001,08066
NJ0815001,08071
NJ0815001,08080
NJ0817305,08085
NJ0818004,08012
NJ0818004,08028
NJ0818004,08032
NJ0818004,08080
NJ0818004,08081
NJ0820001,08051
NJ0820001,08063
NJ0820001,08066
NJ0820001,08086
NJ0820001,08093
NJ0820001,08096
NJ0820301,08093
NJ0821001,08093
NJ0822001,08090
NJ0822001,08093
NJ0822001,08096
NJ0822001,08097
NJ0824001,08056
NJ0824001,08085
NJ0901001,07002
NJ0904001,07029
NJ0905001,07030
NJ0906001,07005
NJ0906001,07097
NJ0906001,07302
NJ0906001,07303
NJ0906001,07304
NJ0906001,07305
NJ0906001,07306
NJ0906001,07307
NJ0906001,07308
NJ0906001,07310
NJ0906001,07311
NJ0906001,07395
NJ0906001,07399
NJ0907001,07032
NJ1005001,08801
NJ1005001,08809
NJ1005001,08833
NJ1009001,08822
NJ1014001,08801
NJ1014001,08809
NJ1014001,08826
NJ1014001,08829
NJ1017001,08530
NJ1101002,08512
NJ1101002,08520
NJ1101002,08550
NJ1103001,08501
NJ1103001,08515
NJ1103001,08520
NJ1103001,08619
NJ1103001,08690
NJ1103001,08691
NJ1104001,08520
NJ1106316,08560
NJ1106319,07534
NJ1107002,08540
NJ1107002,08648
NJ1111001,08534
NJ1111001,08604
NJ1111001,08608
NJ1111001,08609
NJ1111001,08610
NJ1111001,08611
NJ1111001,08618
NJ1111001,08619
NJ1111001,08620
NJ1111001,08628
NJ1111001,08629
NJ1111001,08638
NJ1111001,08648
NJ1111001,08690
NJ1204001,08816
NJ1205001,08817
NJ1205001,08818
NJ1207001,08904
NJ1209002,07721
NJ1209002,07735
NJ1209002,07747
NJ1209002,08831
NJ1209002,08857
NJ1209002,08859
NJ1209002,08879
NJ1212001,08850
NJ1213002,08831
NJ1214001,08901
NJ1215001,08902
NJ1216001,07077
NJ1216001,08861
NJ1216001,08862
NJ1219001,08857
NJ1219001,08859
NJ1219001,08871
NJ1219001,08872
NJ1219001,08879
NJ1221004,08810
NJ1221004,08824
NJ1221004,08852
NJ1223001,08882
NJ1224001,08884
NJ1225001,07008
NJ1225001,07066
NJ1225001,07080
NJ1225001,07095
NJ1225001,08817
NJ1225001,08840
NJ1302001,08501
NJ1304001,07716
NJ1305001,07717
NJ1306001,07719
NJ1308001,08730
NJ1312001,07726
NJ1315001,07728
NJ1316001,07728
NJ1321001,07734
NJ1322001,07735
NJ1326001,07726
NJ1326001,07746
NJ1326002,07726
NJ1327001,08736
NJ1328002,07726
NJ1328002,07746
NJ1328002,07751
NJ1328002,07765
NJ1329001,07747
NJ1330002,07747
NJ1332313,08514
NJ1339001,07730
NJ1339001,07733
NJ1340001,07701
NJ1340001,07704
NJ1345001,07701
NJ1345001,07702
NJ1345001,07704
NJ1345001,07711
NJ1345001,07712
NJ1345001,07716
NJ1345001,07718
NJ1345001,07720
NJ1345001,07722
NJ1345001,07723
NJ1345001,07724
NJ1345001,07728
NJ1345001,07731
NJ1345001,07732
NJ1345001,07733
NJ1345001,07737
NJ1345001,07738
NJ1345001,07739
NJ1345001,07740
NJ1345001,07747
NJ1345001,07748
NJ1345001,07750
NJ1345001,07752
NJ1345001,07753
NJ1345001,07755
NJ1345001,07756
NJ1345001,07757
NJ1345001,07758
NJ1345001,07760
NJ1345001,07764
NJ1345001,08701
NJ1345001,08735
NJ1345001,08738
NJ1345001,08739
NJ1345001,08742
NJ1348001,07762
NJ1349001,07762
NJ1350001,07735
NJ1352003,07719
NJ1401001,07005
NJ1401001,07045
NJ1401001,07046
NJ1403001,07405
NJ1403001,07480
NJ1404001,07928
NJ1406325,07753
NJ1406325,07930
NJ1408001,07834
NJ1409001,07801
NJ1409001,07866
NJ1409001,07869
NJ1410001,07936
NJ1411001,07932
NJ1411001,07936
NJ1414003,07438
NJ1414011,07849
NJ1414011,07885
NJ1416001,07035
NJ1417001,07940
NJ1420001,07803
NJ1421003,07045
NJ1424001,07927
NJ1424001,07950
NJ1424001,07960
NJ1424001,07981
NJ1425001,07046
NJ1426005,07856
NJ1427001,07828
NJ1427005,07828
NJ1427005,07836
NJ1427007,07828
NJ1427017,07828
NJ1427017,07836
NJ1427400,07828
NJ1428001,07828
NJ1428001,07857
NJ1429001,07034
NJ1429001,07054
NJ1429001,07950
NJ1431001,07035
NJ1431001,07440
NJ1431001,07444
NJ1431001,07457
NJ1432003,07845
NJ1432003,07869
NJ1432003,07945
NJ1432003,07970
NJ1434001,07801
NJ1434001,07866
NJ1435002,07866
NJ1435003,07806
NJ1436002,07847
NJ1436002,07852
NJ1436002,07876
NJ1436003,07850
NJ1436003,07852
NJ1436004,07836
NJ1436004,07847
NJ1436004,07852
NJ1438003,07830
NJ1438003,07853
NJ1438003,07930
NJ1438004,07840
NJ1438004,07853
NJ1439001,07885
NJ1501001,08006
NJ1503001,08008
NJ1504001,08722
NJ1505002,08721
NJ1505002,08741
NJ1505003,08752
NJ1505004,08721
NJ1506001,07731
NJ1506001,08723
NJ1506001,08724
NJ1507005,08753
NJ1507005,08754
NJ1507005,08755
NJ1507005,08756
NJ1507005,08757
NJ1509001,08008
NJ1511001,08527
NJ1511415,08527
NJ1512001,08731
NJ1512001,08734
NJ1514002,08701
NJ1515001,08735
NJ1516001,08087
NJ1517001,08008
NJ1518004,08759
NJ1518005,08759
NJ1520001,08005
NJ1520001,08758
NJ1524001,08742
NJ1525001,08742
NJ1526001,08751
NJ1527001,08752
NJ1528001,08008
NJ1530004,08050
NJ1531001,08008
NJ1532002,08087
NJ1533001,08005
NJ1601001,07403
NJ1603001,07508
NJ1604001,07506
NJ1605001,07424
NJ1605002,07011
NJ1605002,07012
NJ1605002,07013
NJ1605002,07014
NJ1605002,07015
NJ1605002,07055
NJ1605002,07424
NJ1605002,07501
NJ1605002,07502
NJ1605002,07503
NJ1605002,07504
NJ1605002,07505
NJ1605002,07508
NJ1605002,07509
NJ1605002,07510
NJ1605002,07511
NJ1605002,07512
NJ1605002,07513
NJ1605002,07514
NJ1605002,07522
NJ1605002,07524
NJ1605002,07533
NJ1605002,07538
NJ1605002,07543
NJ1605002,07544
NJ1609001,07442
NJ1611002,07456
NJ1612001,07512
NJ1613002,07465
NJ1614001,07470
NJ1616001,07424
NJ1707001,08067
NJ1707001,08069
NJ1708001,08023
NJ1708001,08070
NJ1712001,08079
NJ1715001,08098
NJ1808001,08873
NJ1904357,07874
NJ1906002,07416
NJ1908322,07821
NJ1909001,07419
NJ1910337,07860
NJ1912001,07843
NJ1915001,07860
NJ1918004,07871
NJ1919001,07874
NJ1922026,07419
NJ1922026,07462
NJ1922350,07462
NJ1924316,07461
NJ2004001,07201
NJ2004001,07202
NJ2004001,07206
NJ2004001,07207
NJ2004001,07208
NJ2004002,07016
NJ2004002,07023
NJ2004002,07025
NJ2004002,07027
NJ2004002,07033
NJ2004002,07036
NJ2004002,07059
NJ2004002,07060
NJ2004002,07061
NJ2004002,07062
NJ2004002,07063
NJ2004002,07066
NJ2004002,07069
NJ2004002,07076
NJ2004002,07080
NJ2004002,07083
NJ2004002,07090
NJ2004002,07091
NJ2004002,07092
NJ2004002,07203
NJ2004002,07204
NJ2004002,07921
NJ2004002,07930
NJ2004002,07977
NJ2004002,07979
NJ2004002,08502
NJ2004002,08504
NJ2004002,08512
NJ2004002,08528
NJ2004002,08536
NJ2004002,08540
NJ2004002,08541
NJ2004002,08542
NJ2004002,08543
NJ2004002,08544
NJ2004002,08550
NJ2004002,08558
NJ2004002,08648
NJ2004002,08805
NJ2004002,08807
NJ2004002,08812
NJ2004002,08822
NJ2004002,08835
NJ2004002,08836
NJ2004002,08844
NJ2004002,08846
NJ2004002,08854
NJ2004002,08869
NJ2004002,08870
NJ2004002,08875
NJ2004002,08876
NJ2004002,08880
NJ2004002,08889
NJ2013001,07065
NJ2101001,07820
NJ2101001,07838
NJ2101001,07840
NJ2108001,07840
